surrgain,entloss,EpThisIter,entropy,EpRewMean,TimeElapsed,TimestepsSoFar,optimgain,EpLenMean,EpTrueRewMean,ev_tdlam_before,meankl,EpisodesSoFar
0.26531306,0.0,13,23.403502,445.01482275373803,932.0684969425201,502668,0.26531306,89.925,445.01482275373803,0.9464145861566067,0.013647893,2377
0.3001989,0.0,10,23.406313,445.1187733030921,937.8832635879517,505524,0.3001989,90.175,445.1187733030921,0.9438650049269199,0.013610674,2387
0.3764176,0.0,10,23.408186,462.15807252955193,943.694887638092,508620,0.3764176,93.5,462.15807252955193,0.9354262575507164,0.013998881,2397
0.28463495,0.0,11,23.408041,461.1815049350292,949.4382445812225,511659,0.28463495,92.5,461.1815049350292,0.9128465503454208,0.014000533,2408
0.27769393,0.0,12,23.40594,471.9825835310852,955.1716191768646,514944,0.27769393,94.925,471.9825835310852,0.8891909122467041,0.014053363,2420
0.314132,0.0,9,23.403814,492.95105264893107,961.0195310115814,518019,0.314132,99.05,492.95105264893107,0.9238182753324509,0.014189425,2429
0.23630843,0.0,11,23.402098,469.9655301376113,966.8892178535461,520947,0.23630843,95.3,469.9655301376113,0.9071381837129593,0.013903469,2440
0.27843964,0.0,12,23.398676,459.86308787463656,972.6021206378937,523977,0.27843964,94.125,459.86308787463656,0.9335321485996246,0.013920333,2452
0.3780759,0.0,10,23.40159,462.3171664957228,978.2906806468964,526938,0.3780759,94.2,462.3171664957228,0.9124274104833603,0.014969883,2462
0.24654947,0.0,11,23.404116,448.8035855711837,984.0050790309906,530151,0.24654947,92.275,448.8035855711837,0.8925335630774498,0.013085807,2473
0.13199437,0.0,12,23.404032,443.49774615542435,989.855996131897,533106,0.13199437,90.4,443.49774615542435,0.918447457253933,0.0040277587,2485
0.5463242,0.0,11,23.400213,441.9438236177277,995.5853488445282,536010,0.5463242,90.15,441.9438236177277,0.944544855505228,0.0040515,2496
0.14859682,0.0,12,23.39478,421.9472495389691,1001.4099028110504,539013,0.14859682,84.95,421.9472495389691,0.920305959880352,0.00377441,2508
0.31605673,0.0,11,23.397627,429.5164794900605,1007.2419030666351,541968,0.31605673,85.975,429.5164794900605,0.9206298813223839,0.0141227385,2519
0.3423717,0.0,10,23.396402,454.21554673862374,1013.0371811389923,544959,0.3423717,90.65,454.21554673862374,0.9029741436243057,0.013939587,2529
0.13090774,0.0,10,23.396322,466.1323782033531,1018.6785173416138,548019,0.13090774,93.2,466.1323782033531,0.8956006839871407,0.0042374143,2539
0.29066938,0.0,10,23.399168,482.6402568160297,1024.4156930446625,550947,0.29066938,97.55,482.6402568160297,0.9302257597446442,0.013521144,2549
0.27826595,0.0,12,23.39184,464.46529882300746,1030.2468013763428,554004,0.27826595,94.325,464.46529882300746,0.9381003975868225,0.014961464,2561
0.14963767,0.0,11,23.39362,467.32405242778225,1035.9598178863525,557160,0.14963767,94.525,467.32405242778225,0.8960895612835884,0.0038043812,2572
0.34251237,0.0,12,23.395285,449.6738047136549,1041.7117068767548,560424,0.34251237,91.025,449.6738047136549,0.9229729995131493,0.014659479,2584
0.47263482,0.0,11,23.391848,455.52352611965324,1047.292803287506,563487,0.47263482,91.275,455.52352611965324,0.9136780276894569,0.014563133,2595
0.32523668,0.0,10,23.392511,479.92072822791226,1052.8806509971619,566451,0.32523668,94.875,479.92072822791226,0.9448979645967484,0.014584277,2605
0.16689026,0.0,10,23.396406,486.522708190065,1058.5980937480927,569529,0.16689026,95.425,486.522708190065,0.9329284876585007,0.0041827513,2615
0.15905838,0.0,11,23.394533,503.4725257897718,1064.3358244895935,572844,0.15905838,98.775,503.4725257897718,0.9374852553009987,0.0038499525,2626
0.1411263,0.0,10,23.390299,501.7936211218783,1070.22700548172,575637,0.1411263,99.1,501.7936211218783,0.9097701609134674,0.0039600944,2636
0.14124423,0.0,11,23.386251,478.73106289047536,1075.9662392139435,578658,0.14124423,95.6,478.73106289047536,0.8778263330459595,0.003957628,2647
0.3605224,0.0,12,23.384604,451.2443441915446,1081.690889596939,581760,0.3605224,91.35,451.2443441915446,0.9410186484456062,0.014605403,2659
0.32272536,0.0,11,23.382318,446.2448026666569,1087.6602635383606,584769,0.32272536,90.75,446.2448026666569,0.9328281879425049,0.013996711,2670
0.13575667,0.0,12,23.381914,430.96201989012496,1093.409051656723,587865,0.13575667,87.2,430.96201989012496,0.9249640256166458,0.003902607,2682
0.33676133,0.0,9,23.386251,443.8682464215286,1099.1683599948883,590430,0.33676133,89.75,443.8682464215286,0.8693488538265228,0.01460486,2691
0.15672404,0.0,11,23.387701,453.2770421561736,1104.9602932929993,593502,0.15672404,90.775,453.2770421561736,0.9103705734014511,0.0037640918,2702
0.27781153,0.0,12,23.38753,447.2346471059112,1110.6660878658295,596691,0.27781153,90.825,447.2346471059112,0.8910099044442177,0.014635414,2714
0.13792518,0.0,11,23.387209,450.1629586392104,1116.387122631073,599817,0.13792518,91.775,450.1629586392104,0.942867923527956,0.003989593,2725
0.29752904,0.0,11,23.3877,445.29527333463614,1122.1745901107788,602787,0.29752904,92.15,445.29527333463614,0.9331838116049767,0.014370926,2736
0.19151816,0.0,10,23.389162,457.7398209489953,1127.9028956890106,605916,0.19151816,94.575,457.7398209489953,0.9199164360761642,0.0037922887,2746
0.2745641,0.0,12,23.390219,465.56651737220943,1133.634067773819,609180,0.2745641,95.525,465.56651737220943,0.9381925463676453,0.0148147205,2758
0.32409978,0.0,9,23.389225,479.08038957958104,1139.4584164619446,612111,0.32409978,98.3,479.08038957958104,0.9336346909403801,0.014792691,2767
0.29419643,0.0,11,23.385967,472.59801271504637,1145.5455045700073,615072,0.29419643,96.725,472.59801271504637,0.8977631703019142,0.01458686,2778
0.27899656,0.0,11,23.385191,465.98564128184825,1151.5013873577118,618216,0.27899656,94.5,465.98564128184825,0.9356541410088539,0.01384435,2789
0.14346722,0.0,11,23.386553,469.6398521354674,1157.3381526470184,621255,0.14346722,95.15,469.6398521354674,0.9193121194839478,0.004096392,2800
0.32093918,0.0,12,23.387918,452.0489125231787,1163.121782541275,624486,0.32093918,91.325,452.0489125231787,0.928384967148304,0.013342194,2812
0.30595654,0.0,10,23.385904,479.37193320326287,1168.9149334430695,627633,0.30595654,95.925,479.37193320326287,0.942226454615593,0.013387947,2822
0.16537987,0.0,12,23.387697,456.93778407055544,1174.7139537334442,630642,0.16537987,91.525,456.93778407055544,0.9412439726293087,0.003986816,2834
0.17077266,0.0,11,23.387861,462.3564805610546,1180.5102667808533,633882,0.17077266,92.325,462.3564805610546,0.9236205667257309,0.00409678,2845
0.16596359,0.0,9,23.38605,499.67308050031914,1186.3388521671295,636990,0.16596359,99.55,499.67308050031914,0.8753329664468765,0.0041290903,2854
0.15612155,0.0,10,23.386211,493.9953619082882,1192.1450045108795,639906,0.15612155,97.875,493.9953619082882,0.9192457348108292,0.004205168,2864
0.26333225,0.0,12,23.381659,497.5319749619839,1197.8638083934784,643044,0.26333225,99.4,497.5319749619839,0.9112830236554146,0.014650332,2876
0.14605623,0.0,11,23.377909,486.5542817363204,1203.6209049224854,646248,0.14605623,98.325,486.5542817363204,0.9284959211945534,0.0038467483,2887
0.15513662,0.0,10,23.379232,468.36123025275793,1209.4011931419373,649161,0.15513662,94.95,468.36123025275793,0.943506371229887,0.003927441,2897
0.15550289,0.0,13,23.37842,450.6169976211264,1215.271060705185,652542,0.15550289,91.35,450.6169976211264,0.9058711305260658,0.0044224923,2910
0.14594166,0.0,10,23.37834,460.5244096738517,1221.0536386966705,655455,0.14594166,93.225,460.5244096738517,0.9096551537513733,0.0040050354,2920
0.1467486,0.0,8,23.377686,482.2554445064219,1227.0246143341064,658284,0.1467486,98.325,482.2554445064219,0.8853047490119934,0.0037608813,2928
0.13958761,0.0,11,23.378973,466.0719913118016,1232.81103348732,661224,0.13958761,95.275,466.0719913118016,0.9035983011126518,0.00385396,2939
0.62735397,0.0,11,23.375326,484.67624593641165,1238.687245130539,664512,0.62735397,99.75,484.67624593641165,0.9171847701072693,0.014915415,2950
0.33324444,0.0,10,23.375166,488.23076247929873,1244.4628591537476,667509,0.33324444,100.45,488.23076247929873,0.8464498519897461,0.014980515,2960
0.17771886,0.0,10,23.375957,477.78747274587084,1250.3733830451965,670599,0.17771886,97.975,477.78747274587084,0.889374814927578,0.0042601367,2970
0.14400634,0.0,12,23.376888,471.35727852641264,1256.21155834198,673743,0.14400634,95.725,471.35727852641264,0.8928338289260864,0.004140607,2982
0.16811612,0.0,10,23.377195,483.746502629714,1262.110354423523,676815,0.16811612,98.125,483.746502629714,0.9296822026371956,0.004040704,2992
0.16053376,0.0,10,23.375507,480.47127525529174,1267.9930715560913,679857,0.16053376,96.825,480.47127525529174,0.9311447590589523,0.003959064,3002
0.15132223,0.0,10,23.37547,503.27606401965966,1273.8423688411713,683031,0.15132223,100.125,503.27606401965966,0.9172093495726585,0.003923392,3012
0.14178187,0.0,10,23.376223,514.1344273411958,1279.7437298297882,686112,0.14178187,103.075,514.1344273411958,0.936876118183136,0.0037667255,3022
0.15231892,0.0,10,23.374918,516.292141881074,1285.6504135131836,689232,0.15231892,103.475,516.292141881074,0.8817708119750023,0.0039783306,3032
0.3330897,0.0,11,23.37404,513.4672352344027,1291.4667284488678,692511,0.3330897,103.275,513.4672352344027,0.9094192534685135,0.014912634,3043
0.15699822,0.0,11,23.37337,501.18360151862254,1297.2775182724,695700,0.15699822,100.95,501.18360151862254,0.9226215779781342,0.003998388,3054
0.15399319,0.0,11,23.372313,497.1633977987378,1303.1730029582977,698790,0.15399319,99.575,497.1633977987378,0.9129872918128967,0.003982052,3065
0.17245188,0.0,10,23.370195,480.8436356463409,1309.0115418434143,701820,0.17245188,97.05,480.8436356463409,0.9100298061966896,0.004016131,3075
0.15503478,0.0,10,23.369406,476.90711912727727,1314.82475066185,704814,0.15503478,96.95,476.90711912727727,0.9298813417553902,0.0038858312,3085
0.19022128,0.0,10,23.370367,481.772447792658,1320.6614496707916,707763,0.19022128,98.375,481.772447792658,0.9312432557344437,0.0044936705,3095
0.13970715,0.0,11,23.372885,484.67280462264006,1326.6151270866394,710928,0.13970715,99.275,484.67280462264006,0.8936575129628181,0.00389629,3106
0.15351173,0.0,10,23.373274,478.0498520107241,1332.521222114563,713835,0.15351173,97.25,478.0498520107241,0.9292295053601265,0.0042391373,3116
0.19086713,0.0,10,23.373957,495.914915631872,1338.2417249679565,716985,0.19086713,99.8,495.914915631872,0.8995344489812851,0.0043458594,3126
0.14511266,0.0,11,23.377216,489.0422531846492,1344.1245131492615,720171,0.14511266,98.35,489.0422531846492,0.9121476486325264,0.003803717,3137
0.13751993,0.0,11,23.375551,489.0802602408703,1349.9440569877625,723375,0.13751993,99.2,489.0802602408703,0.9455697946250439,0.003769523,3148
0.15393145,0.0,11,23.374266,469.42636365211155,1355.789214372635,726462,0.15393145,95.125,469.42636365211155,0.9347250610589981,0.004127122,3159
0.15511748,0.0,11,23.374762,465.3893617146473,1361.9553060531616,729726,0.15511748,95.4,465.3893617146473,0.9471630603075027,0.0039541726,3170
0.15344611,0.0,11,23.374517,468.2044865988677,1367.8183243274689,732900,0.15344611,96.1,468.2044865988677,0.9312330037355423,0.0041437596,3181
0.16215283,0.0,11,23.37573,468.709802385781,1373.6903412342072,735981,0.16215283,95.65,468.709802385781,0.9395932145416737,0.0040398706,3192
0.15702873,0.0,11,23.374434,467.25442004917585,1379.554529428482,738921,0.15702873,94.725,467.25442004917585,0.9513483196496964,0.0041187373,3203
0.15579017,0.0,10,23.372076,464.3650655046623,1385.3337099552155,741993,0.15579017,94.025,464.3650655046623,0.9374302998185158,0.0046162773,3213
0.18060356,0.0,9,23.372297,485.75298676414786,1391.105784893036,744954,0.18060356,97.95,485.75298676414786,0.925452470779419,0.004430442,3222
0.14153783,0.0,11,23.370626,474.4859474549279,1396.9510951042175,747816,0.14153783,96.025,474.4859474549279,0.9316496700048447,0.0040998366,3233
0.15821826,0.0,10,23.370848,500.7470009241621,1402.8324980735779,751071,0.15821826,101.25,500.7470009241621,0.9114209413528442,0.0039183088,3243
0.15970246,0.0,10,23.370607,503.5650403303078,1408.7168900966644,754149,0.15970246,101.3,503.5650403303078,0.9127815291285515,0.00376129,3253
0.15423486,0.0,10,23.372313,505.3279244594738,1414.540104150772,757365,0.15423486,101.325,505.3279244594738,0.9176375269889832,0.0039049424,3263
0.14038965,0.0,12,23.37287,510.32629046936216,1420.4327552318573,760764,0.14038965,102.225,510.32629046936216,0.9270311072468758,0.0038332662,3275
0.15414739,0.0,11,23.373537,486.15265527739683,1426.3519468307495,764004,0.15414739,98.875,486.15265527739683,0.9018032252788544,0.004396416,3286
0.1444643,0.0,11,23.37305,478.75724529761357,1432.1593656539917,767193,0.1444643,97.575,478.75724529761357,0.9114516153931618,0.0040347097,3297
0.15505946,0.0,11,23.371355,472.42603061616364,1437.9411549568176,770439,0.15505946,96.45,472.42603061616364,0.9230142533779144,0.0044690077,3308
0.16713576,0.0,11,23.369696,464.71613654903285,1443.7657544612885,773511,0.16713576,94.075,464.71613654903285,0.9124870747327805,0.004060912,3319
0.28559935,0.0,11,23.369795,480.562663412246,1449.6284201145172,776901,0.28559935,96.925,480.562663412246,0.9411963820457458,0.014240442,3330
0.15379389,0.0,9,23.37038,503.7440339520346,1455.4720129966736,779952,0.15379389,100.75,503.7440339520346,0.9098742082715034,0.0042234208,3339
0.14791271,0.0,11,23.367842,501.8273551598221,1461.3025023937225,783162,0.14791271,101.6,501.8273551598221,0.9497011788189411,0.004186661,3350
0.15103605,0.0,10,23.366693,504.3400697743253,1467.0516393184662,786234,0.15103605,102.65,504.3400697743253,0.9134514406323433,0.0038259593,3360
0.16285336,0.0,9,23.363443,515.4090768498588,1473.0083224773407,789288,0.16285336,105.25,515.4090768498588,0.9057584926486015,0.0039720866,3369
0.13298824,0.0,11,23.361898,491.2019683152595,1478.8870694637299,792303,0.13298824,100.625,491.2019683152595,0.9302928447723389,0.0040445104,3380
0.16463703,0.0,8,23.361149,517.0234765600196,1484.8456783294678,795282,0.16463703,105.575,517.0234765600196,0.9217133745551109,0.004282496,3388
0.1607691,0.0,11,23.360334,521.4947471041653,1490.7446398735046,798624,0.1607691,105.7,521.4947471041653,0.9177287369966507,0.0040467368,3399
0.14587578,0.0,9,23.361322,519.883461768475,1496.5528900623322,801594,0.14587578,104.925,519.883461768475,0.8945287838578224,0.0040360745,3408
0.29744303,0.0,10,23.361406,521.201199982868,1502.3137254714966,804381,0.29744303,104.875,521.201199982868,0.9301318004727364,0.014693556,3418
0.17603311,0.0,11,23.364035,491.53300222355085,1508.1637105941772,807483,0.17603311,98.9,491.53300222355085,0.9257271587848663,0.0045837425,3429
0.16031915,0.0,11,23.364279,479.55140915889314,1514.0855333805084,810579,0.16031915,97.1,479.55140915889314,0.9250215440988541,0.0038381922,3440
0.1664471,0.0,10,23.364744,476.01682128072434,1519.9510397911072,813657,0.1664471,96.6,476.01682128072434,0.9190078377723694,0.0039739637,3450
0.13916908,0.0,12,23.367857,467.0397567695877,1525.7675530910492,816915,0.13916908,94.7,467.0397567695877,0.9061193317174911,0.0039419923,3462
0.16110584,0.0,10,23.36741,483.94481426698104,1531.613040447235,819894,0.16110584,97.1,483.94481426698104,0.9296585619449615,0.004560257,3472
0.15967047,0.0,11,23.367609,477.1815195660314,1537.440519809723,822957,0.15967047,95.65,477.1815195660314,0.936320349574089,0.004212901,3483
0.1549492,0.0,11,23.365255,464.56741890182667,1543.2847106456757,826050,0.1549492,93.825,464.56741890182667,0.9076041653752327,0.004136445,3494
0.15901884,0.0,10,23.364725,481.76522839251567,1549.2371881008148,829155,0.15901884,97.375,481.76522839251567,0.9231169670820236,0.0037824796,3504
0.15207101,0.0,12,23.363764,469.12228034032194,1555.0124354362488,832440,0.15207101,95.425,469.12228034032194,0.8890900239348412,0.0039712535,3516
0.15143307,0.0,11,23.363768,476.4834874376573,1560.908054113388,835671,0.15143307,96.45,476.4834874376573,0.9011111184954643,0.0037845562,3527
0.15595983,0.0,10,23.36432,472.49038874176614,1566.6397297382355,838551,0.15595983,96.1,472.49038874176614,0.9242563098669052,0.003977331,3537
0.16068824,0.0,11,23.365477,464.8741608354072,1572.4384138584137,841446,0.16068824,92.85,464.8741608354072,0.9164192974567413,0.0039530615,3548
0.1613333,0.0,10,23.362871,479.98270189213565,1578.254518032074,844581,0.1613333,96.025,479.98270189213565,0.8963085785508156,0.004134588,3558
0.16577768,0.0,9,23.36442,496.48606011848915,1584.021806716919,847692,0.16577768,100.175,496.48606011848915,0.8964166045188904,0.004121188,3567
0.21503913,0.0,9,23.365744,522.0725305243725,1589.7934625148773,850797,0.21503913,104.825,522.0725305243725,0.9292874187231064,0.0044230837,3576
0.13487647,0.0,11,23.367186,516.0033673860196,1595.5639204978943,853848,0.13487647,105.15,516.0033673860196,0.8887059986591339,0.0040370375,3587
0.33802754,0.0,9,23.370914,515.6103913161769,1601.3926050662994,856656,0.33802754,105.15,515.6103913161769,0.9140279367566109,0.01474933,3596
0.14831191,0.0,9,23.368406,501.8885858045461,1607.2040419578552,859506,0.14831191,102.875,501.8885858045461,0.9047321602702141,0.0038446556,3605
0.14706944,0.0,10,23.36873,497.8360796454348,1613.0802166461945,862524,0.14706944,101.075,497.8360796454348,0.8878367021679878,0.004356359,3615
0.1579323,0.0,11,23.36701,502.0644375547472,1618.961061000824,865722,0.1579323,101.475,502.0644375547472,0.9486054629087448,0.0042050253,3626
0.15422978,0.0,11,23.3658,494.57471570847173,1624.7955265045166,868899,0.15422978,99.1,494.57471570847173,0.9369411766529083,0.0038773748,3637
0.16235714,0.0,10,23.36717,482.94311157328445,1630.5968923568726,871773,0.16235714,96.85,482.94311157328445,0.9273687973618507,0.0048340326,3647
0.15969801,0.0,9,23.368164,496.95041996343497,1636.3608520030975,874863,0.15969801,100.775,496.95041996343497,0.924978494644165,0.003865112,3656
0.1531991,0.0,11,23.367838,489.7282005805704,1642.3291099071503,877908,0.1531991,99.025,489.7282005805704,0.9491494446992874,0.0038796493,3667
0.17075996,0.0,9,23.373762,515.1936653871732,1648.1091334819794,880893,0.17075996,103.575,515.1936653871732,0.9031542986631393,0.004364578,3676
0.16468376,0.0,10,23.372799,524.7165867539245,1653.915584564209,884022,0.16468376,105.225,524.7165867539245,0.9444795474410057,0.0042723697,3686
0.14616813,0.0,10,23.374596,516.5899642232387,1659.90527176857,887097,0.14616813,101.95,516.5899642232387,0.9387688897550106,0.00407674,3696
0.1487832,0.0,11,23.375177,515.926760321168,1665.7463219165802,890223,0.1487832,102.625,515.926760321168,0.9093376025557518,0.004129254,3707
0.15304656,0.0,10,23.375753,507.0339796330612,1671.5445444583893,893292,0.15304656,100.85,507.0339796330612,0.9263998419046402,0.0042431336,3717
0.15036409,0.0,10,23.375975,495.61294429024656,1677.325086593628,896205,0.15036409,98.4,495.61294429024656,0.897525817155838,0.004328424,3727
0.1610046,0.0,9,23.37396,503.7377657045865,1683.0697538852692,899091,0.1610046,99.95,503.7377657045865,0.9198086708784103,0.004418824,3736
0.15969601,0.0,11,23.371664,504.6063404868516,1688.882719039917,902178,0.15969601,99.625,504.6063404868516,0.9300546050071716,0.0042803334,3747
0.15549374,0.0,11,23.371355,503.347842008736,1694.6976473331451,905556,0.15549374,100.15,503.347842008736,0.9298319518566132,0.0045135776,3758
0.15324435,0.0,10,23.368166,508.31096957923035,1700.52295088768,908763,0.15324435,101.35,508.31096957923035,0.9292373582720757,0.004005175,3768
0.15806721,0.0,10,23.368658,512.3336754363286,1706.3508477210999,911865,0.15806721,102.6,512.3336754363286,0.9249098971486092,0.0040634023,3778
0.15372369,0.0,10,23.365728,507.23685187272076,1712.135315656662,914913,0.15372369,101.95,507.23685187272076,0.9139049500226974,0.0040269736,3788
0.15159155,0.0,9,23.366476,527.271269069025,1717.9959223270416,917904,0.15159155,105.75,527.271269069025,0.9414249658584595,0.004032111,3797
0.14988019,0.0,11,23.36712,514.6234801038705,1724.1338908672333,921126,0.14988019,103.025,514.6234801038705,0.9136923775076866,0.004220272,3808
0.15779151,0.0,11,23.366938,509.9275750109726,1730.124781370163,924318,0.15779151,101.075,509.9275750109726,0.9320481196045876,0.0044861557,3819
0.14715403,0.0,11,23.366293,492.2769619789654,1735.8728368282318,927471,0.14715403,98.65,492.2769619789654,0.9449499249458313,0.003989863,3830
0.14778271,0.0,10,23.364504,492.657979965146,1741.6197946071625,930612,0.14778271,97.775,492.657979965146,0.9140328243374825,0.0042734426,3840
0.1751238,0.0,9,23.367413,506.73706462403226,1747.3932535648346,933570,0.1751238,100.7,506.73706462403226,0.9131512194871902,0.004541144,3849
0.15835628,0.0,10,23.365744,522.3184866679027,1753.215363740921,936918,0.15835628,105.0,522.3184866679027,0.903485968708992,0.004211976,3859
0.1650535,0.0,9,23.365313,530.3123525774579,1759.1358723640442,939729,0.1650535,106.475,530.3123525774579,0.9072899222373962,0.0044132797,3868
0.15935782,0.0,10,23.365232,536.6926107226014,1764.915765285492,942828,0.15935782,107.5,536.6926107226014,0.9441575743257999,0.004165848,3878
0.14586031,0.0,10,23.366217,524.5364378962132,1770.7770698070526,945927,0.14586031,105.775,524.5364378962132,0.891890399158001,0.004098182,3888
0.14308095,0.0,11,23.369307,507.2122847854638,1776.6023795604706,949107,0.14308095,101.575,507.2122847854638,0.9179782420396805,0.004070271,3899
0.17242327,0.0,8,23.369467,531.4658999892597,1782.458657503128,952017,0.17242327,105.65,531.4658999892597,0.8536153435707092,0.0042831004,3907
0.1557894,0.0,11,23.36668,516.2326763705721,1788.2823486328125,955215,0.1557894,103.225,516.2326763705721,0.9102739691734314,0.004267882,3918
0.1341734,0.0,11,23.36701,507.937101943186,1794.1876981258392,958422,0.1341734,101.9,507.937101943186,0.9379566758871078,0.0039181607,3929
0.1554163,0.0,10,23.3658,515.7987700684974,1800.0844254493713,961530,0.1554163,103.525,515.7987700684974,0.9329586252570152,0.0041583786,3939
0.16442701,0.0,8,23.3658,519.332849243147,1805.9382383823395,964530,0.16442701,104.275,519.332849243147,0.9102326333522797,0.004226764,3947
0.1635187,0.0,9,23.366205,528.1677408548032,1811.7905535697937,967476,0.1635187,106.95,528.1677408548032,0.8505426943302155,0.003953747,3956
0.14074627,0.0,11,23.365728,523.692006899136,1817.7152009010315,970434,0.14074627,105.425,523.692006899136,0.9081247225403786,0.004137286,3967
0.15750863,0.0,10,23.36694,518.8109442423527,1823.5087099075317,973419,0.15750863,103.275,518.8109442423527,0.9361228793859482,0.003959691,3977
0.1443936,0.0,9,23.36629,498.3275072939849,1829.2798748016357,976227,0.1443936,99.95,498.3275072939849,0.9021762907505035,0.0038410462,3986
0.18357009,0.0,9,23.36475,503.2134535250345,1835.1279413700104,979179,0.18357009,99.55,503.2134535250345,0.918067067861557,0.0045358236,3995
0.16383882,0.0,9,23.359869,545.3102440121868,1841.0227086544037,982536,0.16383882,108.125,545.3102440121868,0.9125918447971344,0.004276948,4004
0.1539022,0.0,11,23.35882,549.6299961801235,1846.8462600708008,985884,0.1539022,110.325,549.6299961801235,0.9302241280674934,0.0044279383,4015
0.1597215,0.0,9,23.35864,556.1273629756572,1852.715929031372,988878,0.1597215,111.275,556.1273629756572,0.8820889517664909,0.004216412,4024
0.16192591,0.0,9,23.35773,551.5665462298024,1858.6092550754547,991743,0.16192591,110.575,551.5665462298024,0.920421302318573,0.0042426824,4033
0.14857733,0.0,10,23.355951,524.4728187423746,1864.452359676361,994854,0.14857733,105.325,524.4728187423746,0.9278909265995026,0.0039836774,4043
0.14921363,0.0,10,23.356668,519.8053993786228,1870.2959377765656,997641,0.14921363,103.95,519.8053993786228,0.9118367210030556,0.0041207005,4053
0.15207681,0.0,10,23.359125,516.320039420576,1876.1418557167053,1001061,0.15207681,103.675,516.320039420576,0.9227293506264687,0.004342326,4063
