surrgain,optimgain,EpisodesSoFar,EpLenMean,entropy,TimeElapsed,meankl,EpTrueRewMean,EpThisIter,EpRewMean,TimestepsSoFar,ev_tdlam_before,entloss
0.11921497,0.11921497,484,608.95,7.4776125,1008.1244785785675,0.008991895,1576.6436344490642,1,1576.6436344490642,510597,0.4309319257736206,0.0
0.14986378,0.14986378,486,615.0,7.465881,1014.4711918830872,0.0079461355,1600.635757478819,2,1600.635757478819,514038,0.7858695983886719,0.0
0.10501537,0.10501537,488,605.6,7.446822,1021.1804168224335,0.009793926,1589.7416819568157,2,1589.7416819568157,516531,0.5666188597679138,0.0
0.10395038,0.10395038,489,605.625,7.439315,1027.9650321006775,0.00980751,1580.3802346246982,1,1580.3802346246982,518871,0.7481464147567749,0.0
0.099346906,0.099346906,491,592.35,7.4128284,1034.5037949085236,0.010067384,1549.7534708468381,2,1549.7534708468381,521547,0.7335053980350494,0.0
0.114510104,0.114510104,492,603.25,7.404313,1040.8849749565125,0.009233924,1591.0708693163663,1,1591.0708693163663,524439,0.8220655918121338,0.0
0.09645562,0.09645562,494,606.725,7.428087,1047.186066865921,0.009193237,1606.6233568013306,2,1606.6233568013306,527724,0.881542444229126,0.0
0.104372576,0.104372576,495,610.65,7.4268794,1053.5232048034668,0.008362252,1608.2829717340362,1,1608.2829717340362,529932,0.8233257234096527,0.0
0.091324866,0.091324866,496,627.6,7.403121,1059.830349445343,0.010564021,1653.8594864381848,1,1653.8594864381848,532932,0.08452486991882324,0.0
0.10813093,0.10813093,498,615.775,7.387879,1066.2019834518433,0.008256394,1635.3961520816113,2,1635.3961520816113,536679,0.840806394815445,0.0
0.079941645,0.079941645,499,630.875,7.3821573,1072.5726962089539,0.00933891,1674.3721801830102,1,1674.3721801830102,539679,0.07886719703674316,0.0
0.10402035,0.10402035,501,640.95,7.3573003,1078.9067316055298,0.0093719615,1718.4322081168916,2,1718.4322081168916,544377,0.8362556397914886,0.0
0.116331175,0.116331175,502,628.675,7.349796,1085.2589302062988,0.009163035,1688.2364637596663,1,1688.2364637596663,545904,0.6690779626369476,0.0
0.10749168,0.10749168,504,626.25,7.343261,1091.6684062480927,0.00929172,1692.6152738476944,2,1692.6152738476944,549207,0.9181725978851318,0.0
0.0938461,0.0938461,505,632.925,7.320634,1098.0028216838837,0.009520575,1713.2178629928717,1,1713.2178629928717,551961,0.843282163143158,0.0
0.06981219,0.06981219,506,622.875,7.319091,1104.3813481330872,0.008317619,1676.4517953916475,1,1676.4517953916475,552312,0.941875483840704,0.0
0.110917315,0.110917315,507,631.125,7.3331256,1110.7160713672638,0.011201528,1700.7018809746755,1,1700.7018809746755,555312,-0.13954448699951172,0.0
0.08792861,0.08792861,509,631.675,7.34288,1117.0497612953186,0.0084422175,1693.1096569642039,2,1693.1096569642039,557805,0.9291867315769196,0.0
0.10516164,0.10516164,511,634.625,7.3558474,1123.4046359062195,0.008700989,1687.7542330363945,2,1687.7542330363945,561588,0.9056310877203941,0.0
0.120439455,0.120439455,512,647.45,7.3704257,1129.739552974701,0.0093760835,1729.7721212131023,1,1729.7721212131023,564588,-0.10026407241821289,0.0
0.102917776,0.102917776,513,654.625,7.3605356,1136.1514201164246,0.008827726,1746.2957175586241,1,1746.2957175586241,567000,0.7631634175777435,0.0
0.099239275,0.099239275,514,657.35,7.3599086,1142.552238225937,0.008768551,1748.641745468108,1,1748.641745468108,569682,0.850618302822113,0.0
0.13013402,0.13013402,515,657.925,7.3762975,1148.8955430984497,0.009201173,1764.7338099047952,1,1764.7338099047952,572289,0.895726852118969,0.0
0.101784006,0.101784006,517,651.675,7.3893914,1155.2252428531647,0.008103815,1754.2944388035387,2,1754.2944388035387,575406,0.9519229009747505,0.0
0.09744662,0.09744662,518,663.9,7.4030185,1161.5801229476929,0.009469531,1789.0553238082211,1,1789.0553238082211,578406,0.8792941570281982,0.0
0.10187198,0.10187198,519,664.625,7.391728,1167.9073100090027,0.008729732,1798.181117521067,1,1798.181117521067,581406,0.8822062760591507,0.0
0.1337648,0.1337648,520,672.275,7.3838015,1174.2445447444916,0.008404724,1824.7118119687796,1,1824.7118119687796,583182,0.7940634191036224,0.0
0.107794955,0.107794955,523,651.325,7.4059887,1180.5675213336945,0.009203562,1751.763802515142,3,1751.763802515142,586746,0.9292426630854607,0.0
0.11811747,0.11811747,524,650.975,7.3936725,1186.8555617332458,0.009045718,1754.5495577986549,1,1754.5495577986549,588714,0.8023270517587662,0.0
0.10031855,0.10031855,525,645.9,7.4154787,1193.1801240444183,0.00887505,1740.7549831393494,1,1740.7549831393494,590181,0.7927474975585938,0.0
0.08887469,0.08887469,526,659.525,7.376571,1199.4857215881348,0.009552386,1784.5318017687096,1,1784.5318017687096,593181,0.12014007568359375,0.0
0.119704515,0.119704515,528,655.025,7.377563,1205.7900025844574,0.009332769,1771.575186311426,2,1771.575186311426,595134,0.8717216551303864,0.0
0.11811662,0.11811662,529,657.875,7.3786016,1212.1445572376251,0.008995506,1783.1507244744184,1,1783.1507244744184,597816,0.820181280374527,0.0
0.12392984,0.12392984,531,663.95,7.3704267,1218.4862957000732,0.008922533,1806.8659516766088,2,1806.8659516766088,601221,0.751438319683075,0.0
0.1209837,0.1209837,533,667.75,7.364074,1224.8112633228302,0.009956326,1806.6848352397392,2,1806.6848352397392,606171,0.5979806184768677,0.0
0.138879,0.138879,534,675.275,7.356615,1231.1709814071655,0.009056108,1830.1641798132557,1,1830.1641798132557,608757,0.9171372503042221,0.0
0.1309152,0.1309152,535,680.575,7.346681,1237.5989389419556,0.008693068,1840.6719703613446,1,1840.6719703613446,611601,0.884941503405571,0.0
0.10302737,0.10302737,536,679.75,7.334241,1244.2690279483795,0.008945917,1845.2635273230517,1,1845.2635273230517,614502,0.9267676249146461,0.0
0.121988714,0.121988714,538,686.15,7.35472,1250.4981579780579,0.010398714,1868.5337495430729,2,1868.5337495430729,619017,0.8141168057918549,0.0
0.090485275,0.090485275,540,670.825,7.3554654,1256.7584455013275,0.0099209845,1824.7128007711945,2,1824.7128007711945,623178,0.7281988859176636,0.0
0.097279444,0.097279444,541,681.675,7.3323965,1262.994500875473,0.008542193,1851.5179105298034,1,1851.5179105298034,626178,0.12119936943054199,0.0
0.10354699,0.10354699,543,676.65,7.3350186,1269.2387518882751,0.009700736,1836.6809323190814,2,1836.6809323190814,629004,0.8431254327297211,0.0
0.10181919,0.10181919,545,672.45,7.339599,1276.1225609779358,0.009365517,1830.0633668790542,2,1830.0633668790542,632655,0.8602900952100754,0.0
0.07377335,0.07377335,546,694.525,7.3374033,1282.8689529895782,0.00873443,1893.8249515866778,1,1893.8249515866778,635655,0.22646069526672363,0.0
0.08741981,0.08741981,547,694.525,7.3536415,1289.5632576942444,0.010128247,1897.9010417817615,1,1897.9010417817615,638655,0.08437961339950562,0.0
0.10866718,0.10866718,549,709.375,7.3541718,1296.3837587833405,0.009400953,1956.928195800653,2,1956.928195800653,642930,0.7183419466018677,0.0
0.09621755,0.09621755,551,710.375,7.3669567,1303.5511515140533,0.008969667,1963.7682760187915,2,1963.7682760187915,646833,0.7227911949157715,0.0
0.10859379,0.10859379,552,700.725,7.3571773,1310.5799143314362,0.00953538,1935.9311322263773,1,1935.9311322263773,648675,0.8397924304008484,0.0
0.1590518,0.1590518,553,699.225,7.3578334,1317.8262431621552,0.00944832,1945.3437204094655,1,1945.3437204094655,650907,0.45799529552459717,0.0
0.10248345,0.10248345,555,677.025,7.356278,1324.8422961235046,0.009456828,1876.0039638826663,2,1876.0039638826663,653532,0.7829952239990234,0.0
0.09798339,0.09798339,557,681.125,7.3475986,1331.8984127044678,0.010085534,1886.9790730350069,2,1886.9790730350069,657141,0.8768042251467705,0.0
0.1408943,0.1408943,559,653.95,7.3736577,1338.982682466507,0.009426663,1813.2670022516074,2,1813.2670022516074,659880,0.8113188445568085,0.0
0.1084576,0.1084576,560,653.375,7.348021,1346.0394842624664,0.008599377,1801.7436979875376,1,1801.7436979875376,661587,0.8425967544317245,0.0
0.12948295,0.12948295,561,659.275,7.3299427,1353.200300693512,0.00927164,1821.89327090863,1,1821.89327090863,664128,0.9025772139430046,0.0
0.093640424,0.093640424,563,669.275,7.329773,1360.2765188217163,0.008207515,1858.5616487822967,2,1858.5616487822967,667059,0.7120994627475739,0.0
0.1072661,0.1072661,564,677.875,7.3430185,1367.4092721939087,0.009626028,1870.6393871382193,1,1870.6393871382193,670059,0.7945801913738251,0.0
0.121803865,0.121803865,565,683.625,7.343693,1374.659977197647,0.00974988,1885.274544621208,1,1885.274544621208,672216,0.8399422615766525,0.0
0.12324442,0.12324442,567,671.7,7.3610973,1381.7219944000244,0.008831872,1851.2498097127204,2,1851.2498097127204,675096,0.6157987117767334,0.0
0.12388268,0.12388268,568,678.1,7.3605914,1388.762542963028,0.008710885,1879.5566935371178,1,1879.5566935371178,676506,0.7764869034290314,0.0
0.08631945,0.08631945,570,671.3,7.3739047,1395.6940302848816,0.009679849,1832.0322186889885,2,1832.0322186889885,680499,0.7837486416101456,0.0
0.10536289,0.10536289,572,659.475,7.373827,1402.9183645248413,0.0089952275,1807.5257156577923,2,1807.5257156577923,683223,0.831113800406456,0.0
0.10806666,0.10806666,573,667.1,7.3664517,1409.7947363853455,0.008953449,1832.570874474984,1,1832.570874474984,686223,-0.2790548801422119,0.0
0.0881547,0.0881547,574,670.55,7.3930798,1416.8181245326996,0.008143636,1834.3189616598193,1,1834.3189616598193,689223,0.20692020654678345,0.0
0.12752755,0.12752755,576,643.75,7.397538,1423.720895767212,0.009459872,1764.8664976177522,2,1764.8664976177522,691752,0.8204457610845566,0.0
0.08823682,0.08823682,577,646.4,7.35655,1430.1002523899078,0.0109862555,1759.9728253605522,1,1759.9728253605522,694752,0.09287923574447632,0.0
0.09000827,0.09000827,578,653.975,7.321639,1436.6406309604645,0.008914635,1783.0883673717162,1,1783.0883673717162,697494,0.7820132076740265,0.0
0.07696837,0.07696837,579,653.975,7.322875,1442.981213092804,0.008603485,1783.664156230628,1,1783.664156230628,700494,0.11758249998092651,0.0
0.08736208,0.08736208,580,669.3,7.3097544,1449.4793679714203,0.009213487,1810.7469132987985,1,1810.7469132987985,703494,0.20953571796417236,0.0
0.10893346,0.10893346,582,664.075,7.3006725,1455.9224908351898,0.008941453,1797.6086595584052,2,1797.6086595584052,707112,0.8836989998817444,0.0
0.09367272,0.09367272,584,675.3,7.2622237,1462.3842959403992,0.009231421,1819.0958756886837,2,1819.0958756886837,711981,0.6037482023239136,0.0
0.1219738,0.1219738,587,644.75,7.225219,1468.8578915596008,0.010077107,1724.6128880969482,3,1724.6128880969482,716025,0.7807421386241913,0.0
0.080979645,0.080979645,588,650.075,7.2259974,1475.2509298324585,0.008939486,1733.7576266216074,1,1733.7576266216074,719025,0.2547774910926819,0.0
0.117374115,0.117374115,590,644.3,7.235243,1481.7443678379059,0.011902951,1710.4129268173506,2,1710.4129268173506,723246,0.5384370982646942,0.0
0.106662646,0.106662646,592,655.3,7.255997,1488.1767494678497,0.008758784,1736.8563111103635,2,1736.8563111103635,727311,0.5255031287670135,0.0
0.08774383,0.08774383,594,660.0,7.2558427,1494.7102146148682,0.009835173,1739.474871689541,2,1739.474871689541,731970,0.5463068783283234,0.0
0.13644296,0.13644296,596,655.075,7.2531896,1501.3308157920837,0.00919229,1717.2388831863682,2,1717.2388831863682,734400,0.8900071382522583,0.0
0.07936494,0.07936494,597,668.825,7.2603917,1507.862179517746,0.00872305,1759.0369139769105,1,1759.0369139769105,737400,0.7192876040935516,0.0
0.08617382,0.08617382,598,680.1,7.2731314,1514.232801914215,0.00933034,1782.8951387664129,1,1782.8951387664129,739800,0.9495357573032379,0.0
0.08890439,0.08890439,599,691.0,7.277971,1520.7817959785461,0.009467237,1801.4958536736053,1,1801.4958536736053,742800,0.1542799472808838,0.0
0.08745174,0.08745174,600,701.775,7.268327,1527.1820633411407,0.0105239805,1839.8078134333016,1,1839.8078134333016,745800,0.07988882064819336,0.0
0.12562156,0.12562156,603,699.875,7.270207,1533.6549139022827,0.01019229,1844.965940479753,3,1844.965940479753,751044,0.8420803546905518,0.0
0.107036375,0.107036375,604,690.175,7.2539196,1540.1303679943085,0.009631216,1827.719922002068,1,1827.719922002068,752880,0.6163975596427917,0.0
0.09521906,0.09521906,605,697.2,7.2632575,1546.5380306243896,0.0095718615,1839.2983282111043,1,1839.2983282111043,755880,0.14764559268951416,0.0
0.13026547,0.13026547,606,707.95,7.2659173,1553.0278646945953,0.009602418,1880.2711135136954,1,1880.2711135136954,758496,0.7830048203468323,0.0
0.103113696,0.103113696,607,712.0,7.2437577,1559.4171831607819,0.009519975,1883.932770536717,1,1883.932770536717,760536,0.9440810345113277,0.0
0.08712521,0.08712521,608,725.25,7.2507806,1565.939861536026,0.009527046,1923.4268418631887,1,1923.4268418631887,763536,0.11195927858352661,0.0
0.07686005,0.07686005,609,725.25,7.251525,1572.3295974731445,0.009431763,1920.5747282352736,1,1920.5747282352736,766536,0.008565306663513184,0.0
0.09413983,0.09413983,611,744.925,7.240604,1578.902668952942,0.00900005,1994.2067005841286,2,1994.2067005841286,771051,0.8597459644079208,0.0
0.11533593,0.11533593,612,756.9,7.268141,1585.32768368721,0.008804835,2029.4701843530565,1,2029.4701843530565,774051,0.8183366656303406,0.0
0.09590351,0.09590351,615,735.525,7.256409,1591.7761330604553,0.008808747,1977.4231897147806,3,1977.4231897147806,778161,0.908883199095726,0.0
0.1339611,0.1339611,616,737.225,7.2432733,1598.2473435401917,0.0101520205,1985.3325284717844,1,1985.3325284717844,780219,0.7233992516994476,0.0
0.11203796,0.11203796,617,736.225,7.237182,1604.7178785800934,0.010237968,1990.2297304421463,1,1990.2297304421463,783099,0.7648813277482986,0.0
0.077888004,0.077888004,619,719.85,7.2284703,1611.1773884296417,0.010151116,1940.1967885270485,2,1940.1967885270485,786876,0.5566751956939697,0.0
0.09072225,0.09072225,620,719.85,7.220519,1617.6474018096924,0.009152436,1954.3440725413523,1,1954.3440725413523,789876,0.3349059224128723,0.0
0.08798173,0.08798173,621,721.0,7.1835494,1624.1364409923553,0.009635342,1956.6609488218467,1,1956.6609488218467,792876,-0.26102614402770996,0.0
0.0833515,0.0833515,622,739.7,7.1682906,1630.5591177940369,0.010004803,2011.6834419956717,1,2011.6834419956717,795876,0.12199079990386963,0.0
0.13382997,0.13382997,623,722.475,7.1720586,1637.1127269268036,0.009280303,1967.1433870946355,1,1967.1433870946355,796809,0.7451775670051575,0.0
0.11326951,0.11326951,625,726.575,7.179997,1643.4916195869446,0.008537818,1982.2810566786488,2,1982.2810566786488,800964,0.9350479170680046,0.0
0.07438811,0.07438811,626,738.45,7.157759,1650.008599281311,0.009484461,2023.5108360401478,1,2023.5108360401478,803964,0.14352035522460938,0.0
0.073797606,0.073797606,627,757.825,7.1674056,1656.4334223270416,0.0093845,2085.6461475152196,1,2085.6461475152196,806964,0.06380438804626465,0.0
0.07052641,0.07052641,628,757.825,7.184265,1662.8767893314362,0.009556958,2088.7237504377636,1,2088.7237504377636,809964,0.04926621913909912,0.0
0.0957104,0.0957104,629,743.15,7.143314,1669.3085215091705,0.009498995,2059.448223285788,1,2059.448223285788,811203,0.9213584959506989,0.0
0.09812093,0.09812093,630,757.975,7.1114492,1675.7147574424744,0.009642089,2098.4617641664613,1,2098.4617641664613,814203,0.22498339414596558,0.0
0.11898908,0.11898908,632,758.925,7.109493,1682.2009618282318,0.009028042,2115.7315239914897,2,2115.7315239914897,818382,0.860033392906189,0.0
0.12129086,0.12129086,633,758.4,7.127563,1688.6299788951874,0.010014301,2119.45113163342,1,2119.45113163342,821319,0.8705803900957108,0.0
0.09900719,0.09900719,635,765.675,7.13763,1695.2080709934235,0.009702392,2150.5688513294845,2,2150.5688513294845,825216,0.5834433436393738,0.0
0.10266475,0.10266475,636,781.8,7.0993667,1701.6407616138458,0.009372307,2205.2820080469546,1,2205.2820080469546,828216,-0.06152164936065674,0.0
0.06959241,0.06959241,637,781.8,7.1067514,1708.1671211719513,0.008992009,2212.7432918515524,1,2212.7432918515524,831216,0.02839428186416626,0.0
0.07824588,0.07824588,639,786.8,7.1639533,1716.2550036907196,0.008716172,2239.5674722159833,2,2239.5674722159833,837216,0.02989506721496582,0.0
0.076177344,0.076177344,640,770.05,7.148607,1726.0494010448456,0.008433766,2186.1408966823246,1,2186.1408966823246,838206,0.5914210677146912,0.0
0.07920839,0.07920839,641,770.05,7.154784,1737.724071264267,0.009162178,2168.822507376238,1,2168.822507376238,841206,0.11566472053527832,0.0
0.10175946,0.10175946,642,772.15,7.178951,1749.4727549552917,0.009108705,2170.555693860497,1,2170.555693860497,842154,0.8766949623823166,0.0
0.08994414,0.08994414,643,784.25,7.1237836,1760.305213689804,0.009418523,2197.0166441247516,1,2197.0166441247516,845154,0.07562500238418579,0.0
0.08548811,0.08548811,645,783.025,7.0829453,1771.431491136551,0.008356314,2205.078190263127,2,2205.078190263127,849843,0.5167486071586609,0.0
0.1006288,0.1006288,647,775.95,7.0691967,1781.9986369609833,0.009011735,2192.852741242339,2,2192.852741242339,853650,0.8587867915630341,0.0
0.13700329,0.13700329,648,774.25,7.05168,1791.794128894806,0.009506007,2192.1827070643562,1,2192.1827070643562,856446,0.9637181088328362,0.0
0.09451307,0.09451307,651,743.1,7.051335,1801.1862888336182,0.00872137,2093.059247665761,3,2093.059247665761,860223,0.871422678232193,0.0
0.10328834,0.10328834,652,743.1,7.033818,1810.5620460510254,0.008868096,2088.2657877825086,1,2088.2657877825086,863223,-0.39238643646240234,0.0
0.11051774,0.11051774,654,752.075,7.035579,1819.9387345314026,0.009407908,2114.523477908852,2,2114.523477908852,867282,0.7725374549627304,0.0
0.07776738,0.07776738,655,767.675,7.030583,1829.241555929184,0.0088957995,2166.578371958409,1,2166.578371958409,870282,0.15516448020935059,0.0
0.07402539,0.07402539,656,775.525,7.0411205,1838.5821084976196,0.009359516,2193.2130802129896,1,2193.2130802129896,873282,0.07367116212844849,0.0
0.088496335,0.088496335,657,776.525,7.002303,1846.797132730484,0.009099346,2190.612437987983,1,2190.612437987983,876282,0.08073902130126953,0.0
0.09683773,0.09683773,659,776.25,6.9927797,1853.9994745254517,0.009813454,2200.160025429224,2,2200.160025429224,880026,0.601949155330658,0.0
0.09252672,0.09252672,660,776.25,6.9912124,1861.0030748844147,0.00844412,2201.6572909195847,1,2201.6572909195847,883026,0.16475319862365723,0.0
0.09861233,0.09861233,661,776.25,7.024581,1868.0243909358978,0.009785719,2202.3971833617798,1,2202.3971833617798,886026,0.262989342212677,0.0
0.12282178,0.12282178,662,776.25,6.98311,1875.0768723487854,0.009552335,2205.22070211932,1,2205.22070211932,889026,0.31265103816986084,0.0
0.083537415,0.083537415,663,793.475,6.9703403,1882.0071280002594,0.009787249,2258.7448248532933,1,2258.7448248532933,892026,-0.06720507144927979,0.0
0.10001331,0.10001331,665,787.25,6.944889,1888.3489663600922,0.009284118,2239.5003506064277,2,2239.5003506064277,895434,0.7914137840270996,0.0
0.11116474,0.11116474,666,787.25,6.94319,1894.701280117035,0.009258157,2234.913430733962,1,2234.913430733962,898434,-0.06445169448852539,0.0
0.10181989,0.10181989,668,772.6,6.9247,1901.068269252777,0.010325132,2197.6008795595835,2,2197.6008795595835,902676,0.8881176561117172,0.0
0.14616492,0.14616492,669,784.525,6.947524,1907.3647105693817,0.010059675,2219.1932318322574,1,2219.1932318322574,905346,0.9851898169144988,0.0
0.10209157,0.10209157,671,773.8,6.9395924,1913.731015920639,0.010039994,2184.5157508366865,2,2184.5157508366865,909219,0.8277842998504639,0.0
0.12328384,0.12328384,672,781.825,6.9182305,1920.1208283901215,0.010246722,2204.270433961501,1,2204.270433961501,912201,0.8556267768144608,0.0
0.084791556,0.084791556,673,782.35,6.9312572,1926.4887833595276,0.009462697,2212.517953841704,1,2212.517953841704,915201,0.03725266456604004,0.0
0.09519451,0.09519451,674,777.7,6.938542,1932.8026604652405,0.009096976,2192.348636612992,1,2192.348636612992,917643,0.8810392171144485,0.0
0.06334057,0.06334057,675,795.225,6.954223,1939.1577172279358,0.010179364,2245.2893193777422,1,2245.2893193777422,920643,0.09502828121185303,0.0
0.1451464,0.1451464,676,790.975,6.968201,1945.4584081172943,0.009461193,2226.433266431633,1,2226.433266431633,923133,0.6501258015632629,0.0
0.09796201,0.09796201,678,772.375,6.9607577,1952.081736087799,0.009202592,2166.223381198541,2,2166.223381198541,926901,0.8571832478046417,0.0
0.08380662,0.08380662,679,772.375,6.932387,1958.4109032154083,0.009391256,2177.558359550737,1,2177.558359550737,929901,0.17725181579589844,0.0
0.10454891,0.10454891,681,778.65,6.9278393,1964.710084438324,0.0084015075,2229.2354400380004,2,2229.2354400380004,934644,0.5544635951519012,0.0
0.078613795,0.078613795,682,795.75,6.9138017,1971.0551993846893,0.009646827,2283.1459391046064,1,2283.1459391046064,937644,0.007403314113616943,0.0
0.08438959,0.08438959,683,795.75,6.9277515,1977.3827230930328,0.010283605,2287.319968293205,1,2287.319968293205,940644,0.025655150413513184,0.0
0.08230697,0.08230697,684,795.75,6.989362,1983.745097398758,0.008360887,2286.5718705407753,1,2286.5718705407753,943644,0.005575060844421387,0.0
0.081310466,0.081310466,685,806.675,7.029192,1990.0619151592255,0.009829471,2303.22160802025,1,2303.22160802025,946644,0.031143903732299805,0.0
0.07687795,0.07687795,686,810.65,7.026305,1996.4038972854614,0.009507356,2304.70092748193,1,2304.70092748193,949644,0.06202942132949829,0.0
0.08485708,0.08485708,687,816.85,7.067082,2002.622804403305,0.009276279,2326.549182961712,1,2326.549182961712,951672,0.9003419578075409,0.0
0.08040266,0.08040266,688,818.55,7.098446,2008.9045705795288,0.011994738,2316.9418936780803,1,2316.9418936780803,954672,0.20072954893112183,0.0
0.09843676,0.09843676,689,826.675,7.062137,2015.2533504962921,0.009198546,2358.404513651597,1,2358.404513651597,957555,0.8492655009031296,0.0
0.10895811,0.10895811,690,845.95,7.0495434,2021.604838848114,0.0087967785,2407.649516460867,1,2407.649516460867,960555,0.17659640312194824,0.0
0.09414903,0.09414903,692,842.525,7.049068,2027.9390316009521,0.009542631,2399.1350336520577,2,2399.1350336520577,964326,0.6435825526714325,0.0
0.10375528,0.10375528,693,843.55,7.0824018,2034.2640175819397,0.009034947,2412.539727683491,1,2412.539727683491,967326,0.7866192311048508,0.0
0.12081758,0.12081758,694,850.825,7.072082,2040.5551779270172,0.010586535,2444.1140597616695,1,2444.1140597616695,969381,0.7556452006101608,0.0
0.1257631,0.1257631,695,844.45,7.065599,2046.8359370231628,0.009417061,2430.881399611447,1,2430.881399611447,971616,0.7042259871959686,0.0
0.09100665,0.09100665,698,808.175,7.028503,2053.078118801117,0.010036141,2317.8766971548444,3,2317.8766971548444,975015,0.8715278208255768,0.0
0.14435463,0.14435463,699,816.575,6.9928417,2059.333911180496,0.0091640735,2343.1932659053964,1,2343.1932659053964,978015,-0.5256305932998657,0.0
0.08007509,0.08007509,700,816.575,6.990739,2065.59650850296,0.008531506,2347.814239016173,1,2347.814239016173,981015,0.5442216396331787,0.0
0.10916311,0.10916311,701,814.075,6.9568644,2071.878471851349,0.009188411,2341.76432574049,1,2341.76432574049,983715,0.7571826428174973,0.0
0.07996619,0.07996619,702,814.075,6.877578,2078.1814510822296,0.010607638,2353.4547603285296,1,2353.4547603285296,986715,0.08654463291168213,0.0
0.09559466,0.09559466,703,798.775,6.8440084,2084.520653486252,0.010281159,2309.0717400870217,1,2309.0717400870217,987879,0.845827043056488,0.0
0.11679161,0.11679161,705,790.25,6.856442,2090.7491643428802,0.008604143,2278.045530886197,2,2278.045530886197,990264,0.83525151014328,0.0
0.08796443,0.08796443,706,790.25,6.8399005,2097.083930015564,0.009268039,2283.5848871936105,1,2283.5848871936105,993264,0.26209330558776855,0.0
0.10208328,0.10208328,707,780.625,6.883,2103.470637321472,0.009379261,2251.432931258873,1,2251.432931258873,994452,0.841752216219902,0.0
0.1533088,0.1533088,708,776.6,6.869201,2109.863941669464,0.009289201,2246.317458591485,1,2246.317458591485,995868,0.9214204773306847,0.0
0.08266217,0.08266217,710,786.425,6.857609,2116.2307527065277,0.009744374,2285.6926761761124,2,2285.6926761761124,1001823,0.6894278228282928,0.0
